	37_10_Double.KDKO_r1	37_10_MSN24.KO_r3	37_10_MSN24.KO_r1	37_10_Double.KDKO_r3	37_10_MSN24.KO_r2	37_10_Double.KDKO_r2	37_10_HSF1.KD_r1	37_10_Wildtype_r3	37_10_Wildtype_r1	37_10_HSF1.KD_r3	37_10_Wildtype_r2	37_10_HSF1.KD_r2
tY(GUA)D	0	0	0	0	0	0	0	0	0	0	0	0
tY(GUA)F1	0	0	0	0	0	0	0	0	0	0	0	0
tY(GUA)F2	0	0	0	0	0	0	0	0	0	0	0	0
tY(GUA)J1	0	0	0	0	0	0	0	0	0	0	0	0
tY(GUA)J2	0	0	0	0	0	0	0	0	0	0	0	0
tY(GUA)M1	0	0	0	0	0	0	0	0	0	0	0	0
tY(GUA)M2	0	0	0	0	0	0	0	0	0	0	0	0
tY(GUA)O	0	0	0	0	0	0	0	0	0	0	0	0
tY(GUA)Q	0	0	0	0	0	0	0	0	0	0	0	0
YAL001C	115	165	104	142	88	59	104	23	45	93	36	129
YAL002W	846	605	703	1087	520	856	1440	1045	476	1206	390	1610
YAL003W	10087	33808	31506	10536	24518	7539	7707	10510	10817	4420	14538	10425
YAL004W	0	0	0	0	0	0	1	0	4	0	0	0
YAL005C	166	3322	4504	212	3582	155	357	3597	2666	377	1798	556
YAL007C	381	461	329	579	310	395	360	145	158	224	129	435
YAL008W	92	83	70	82	73	49	150	32	55	166	54	347
YAL009W	217	179	177	175	192	108	143	40	49	159	55	191
YAL010C	180	250	211	288	269	268	417	571	190	229	287	538
YAL011W	67	79	47	70	34	41	57	18	20	30	24	90
YAL012W	18954	14282	33397	18453	25243	19870	26445	26491	15979	14859	10364	20314
YAL013W	592	321	665	418	599	631	929	631	518	529	453	838
YAL014C	543	863	718	873	586	468	426	293	271	575	310	992
YAL015C	479	182	314	180	305	269	535	147	182	395	214	697
YAL016C-A	7	10	7	11	4	6	8	21	3	6	7	17
YAL016C-B	0	0	0	0	0	0	0	0	0	0	0	0
YAL016W	1283	1455	1404	1715	1148	1047	1594	826	865	1529	563	2423
YAL017W	1037	877	1287	1079	1053	1035	4142	4994	2095	2905	952	2939
YAL018C	12	28	8	28	11	18	24	28	3	16	7	42
YAL019W	414	79	104	302	75	309	669	154	134	253	73	517
YAL019W-A	4	1	0	0	2	7	10	6	7	0	1	6
YAL020C	233	39	143	106	90	95	537	22	136	209	66	181
YAL021C	2321	1506	2485	2597	1999	2613	4048	3154	1630	2349	1482	3401
YAL022C	456	491	754	702	636	540	656	597	360	452	307	526
YAL023C	10041	3123	8157	6297	6863	9030	15293	5194	4779	6398	2367	7583
YAL024C	283	279	234	383	204	284	417	220	139	192	76	328
YAL025C	41	0	2	92	0	28	21	5	0	6	0	29
YAL026C	1056	1040	1379	1126	1105	1076	1731	1059	905	718	457	1232
YAL026C-A	15	9	5	6	6	7	7	2	4	6	0	10
YAL027W	157	145	76	120	84	94	121	71	30	86	69	252
YAL028W	298	174	303	268	268	305	1665	1877	807	1103	671	1769
YAL029C	505	501	405	856	319	551	611	259	207	264	120	494
YAL030W	816	1396	1010	1006	944	696	1293	618	616	1018	1020	2457
YAL031C	754	768	1169	745	972	715	1433	1958	798	856	611	1584
YAL031W-A	1	0	1	3	1	2	2	0	0	0	1	0
YAL032C	235	162	145	169	175	205	358	223	126	161	157	397
YAL033W	92	94	63	165	96	93	70	20	19	99	63	172
YAL034C	497	306	551	501	489	511	2750	5146	1493	2597	1434	4172
YAL034C-B	0	0	2	3	1	0	0	0	0	1	0	2
YAL034W-A	54	125	36	95	48	34	27	10	11	23	14	54
YAL035W	1077	711	678	1350	507	1056	1075	655	412	686	335	1232
YAL036C	398	129	156	445	114	298	349	55	111	246	56	383
YAL037C-A	0	1	0	0	1	0	0	0	0	0	0	0
YAL037C-B	3	0	0	1	5	2	48	0	5	3	0	0
YAL037W	188	126	140	144	113	188	125	70	41	87	46	181
YAL038W	113721	74355	173885	105446	133666	120845	158379	145298	92748	88055	57895	127233
YAL039C	739	315	638	496	585	549	1171	385	397	713	586	1471
YAL040C	2144	427	979	2619	887	3269	10475	5187	2113	6240	1843	7631
YAL041W	956	952	1276	1169	1121	1180	1510	2113	840	988	697	1782
YAL042C-A	10	3	14	6	11	10	54	66	28	41	29	50
YAL042W	2457	952	2500	1672	2179	1793	2750	463	1074	1629	852	1861
YAL043C	1557	984	2157	1779	1781	1975	2740	3041	1429	1611	1155	2706
YAL044C	4255	3374	4150	3755	4214	3672	2298	1400	1353	2498	2206	5885
YAL044W-A	608	521	598	589	515	444	630	246	240	525	326	1040
YAL045C	4	1	0	2	0	3	0	0	1	0	0	1
YAL046C	238	343	190	319	210	195	191	34	71	183	142	417
YAL047C	110	139	91	104	73	111	100	117	50	67	73	207
YAL047W-A	0	3	5	3	1	0	3	2	2	0	1	0
YAL048C	294	216	343	341	259	279	313	540	191	254	165	484
YAL049C	584	596	581	585	513	390	607	218	226	565	245	918
YAL051W	680	997	913	941	826	701	1221	879	565	616	400	1239
YAL053W	2531	1408	2877	2652	2319	2669	3844	3253	1589	2187	1412	3569
YAL054C	164	141	177	173	147	97	248	148	114	267	133	403
YAL055W	16	54	14	44	7	9	10	11	3	12	3	23
YAL056C-A	0	0	2	0	1	0	0	1	2	3	0	0
YAL056W	419	304	383	411	313	257	381	115	176	288	116	407
YAL058W	368	194	318	341	324	438	704	449	323	426	195	649
YAL059C-A	10	1	4	16	7	11	7	2	3	7	2	7
YAL059W	13	3	1	18	2	7	5	0	1	3	2	10
YAL060W	2093	1444	1940	2512	1511	1699	7582	3538	3889	8193	3931	9151
YAL061W	15	13	26	19	5	11	755	289	233	2156	486	1690
YAL062W	53	30	42	49	35	28	57	8	19	45	6	49
YAL063C	1	3	5	3	3	2	6	4	3	2	2	6
YAL063C-A	17	19	24	48	22	20	23	3	9	25	6	35
YAL064C-A	2	2	3	1	0	2	4	1	3	3	1	2
YAL064W	0	0	2	1	0	0	1	1	2	2	0	1
YAL064W-B	0	0	0	0	0	0	0	0	0	0	0	1
YAL065C	0	1	1	1	3	3	1	0	1	3	0	1
YAL066W	0	1	0	3	0	0	1	0	0	0	0	0
YAL067C	56	45	50	70	44	73	25	5	16	23	7	40
YAL067W-A	0	0	0	0	0	0	0	0	0	0	0	0
YAL068C	0	0	0	0	0	0	1	0	0	1	0	0
YAL068W-A	0	0	0	0	0	0	0	0	0	0	0	0
YAL069W	0	0	0	0	0	0	0	0	0	0	0	0
YAR002C-A	477	967	548	1337	390	491	321	154	122	364	103	529
YAR002W	696	545	524	872	424	770	971	868	373	432	325	1046
YAR003W	385	301	328	441	260	277	189	52	97	201	62	292
YAR007C	1049	1729	1624	1334	1753	1403	1053	1679	816	795	591	1730
YAR008W	33	65	19	65	30	26	18	4	9	8	9	42
YAR009C	0	1	0	1	0	0	0	0	0	0	0	2
YAR010C	0	0	0	1	0	0	0	0	0	0	0	0
YAR014C	238	184	161	267	143	180	345	157	126	167	99	383
YAR015W	836	1044	815	1132	917	877	475	246	289	485	381	1378
YAR018C	254	257	252	292	188	211	314	125	106	122	71	247
YAR019C	417	425	661	576	561	551	1554	2992	777	1175	719	1880
YAR019W-A	5	1	3	1	1	3	11	2	1	7	0	10
YAR020C	5	4	9	6	6	8	28	23	15	16	2	8
YAR023C	102	90	105	115	110	109	278	138	121	174	80	338
YAR027W	575	608	623	807	584	684	1615	1383	835	1307	814	2368
YAR028W	153	152	105	193	109	120	88	28	44	97	47	208
YAR029W	33	29	18	34	20	34	28	20	14	24	2	52
YAR030C	5	4	6	8	2	10	10	7	5	4	1	3
YAR031W	3	2	3	6	0	5	0	0	1	2	0	5
YAR033W	3	4	3	6	3	0	2	0	1	4	1	4
YAR035C-A	0	0	0	0	0	0	1	0	0	0	0	1
YAR035W	434	154	514	210	476	365	656	219	195	323	187	378
YAR042W	1672	964	1852	1389	1495	1797	5092	4499	2092	2234	1909	4140
YAR047C	0	0	0	0	0	0	0	0	0	0	0	0
YAR050W	15	12	35	18	29	27	47	41	32	20	14	33
YAR053W	0	0	0	0	0	0	0	0	0	0	0	0
YAR060C	0	0	0	0	0	0	0	0	0	0	0	0
YAR061W	0	0	0	0	0	0	0	0	0	0	0	0
YAR062W	0	0	0	0	0	0	0	0	0	0	0	0
YAR064W	0	0	0	0	0	0	0	0	0	0	0	0
YAR066W	0	0	0	0	0	0	0	0	0	0	0	0
YAR068W	0	0	0	0	0	0	0	0	0	0	0	0
YAR069C	0	0	0	0	0	0	0	0	0	0	0	0
YAR070C	0	0	0	0	0	0	0	0	0	0	0	0
YAR071W	0	0	1	0	0	1	1	0	0	0	0	1
YAR073W	0	1	0	0	0	0	0	0	0	0	0	0
YAR075W	0	0	0	0	0	0	0	0	0	0	0	0
YBL001C	330	628	316	540	211	189	531	154	215	562	361	1127
YBL002W	4761	4687	5422	6198	4143	5374	4457	7872	2652	3479	1371	7259
YBL003C	469	1111	381	930	376	327	208	41	78	229	135	594
YBL004W	263	77	104	317	65	215	169	33	48	48	18	100
YBL005W	525	552	671	726	516	559	685	740	304	415	256	787
YBL005W-A	0	0	0	0	0	0	0	0	0	0	0	0
YBL005W-B	1	4	0	1	2	0	2	1	1	1	0	1
YBL006C	428	384	358	400	363	272	200	64	93	207	178	503
YBL006W-A	2	3	4	4	6	6	8	3	1	8	4	11
YBL007C	2634	1568	2776	2038	2401	2109	7786	3422	3172	3662	2119	5888
YBL008W	145	137	106	212	78	76	91	21	26	53	23	122
YBL008W-A	0	0	0	1	0	0	0	0	0	0	0	0
YBL009W	298	394	352	551	350	439	339	173	118	157	138	349
YBL010C	165	167	92	151	90	134	101	67	38	80	56	224
YBL011W	1279	833	1821	985	1535	1143	4126	1874	1839	2402	1048	3064
YBL012C	3	0	0	1	1	4	5	1	1	0	1	2
YBL013W	84	43	97	71	96	77	230	62	82	130	48	120
YBL014C	234	172	226	238	166	239	292	214	155	169	74	326
YBL015W	672	536	921	804	726	668	4504	4299	1568	7869	2831	12257
YBL016W	1785	917	1375	1728	1287	1699	2205	1771	842	1102	1338	3537
YBL017C	901	692	820	921	743	767	1160	600	591	885	251	884
YBL018C	4	21	1	7	2	4	0	0	0	1	1	4
YBL019W	70	85	53	97	36	66	72	46	40	102	35	156
YBL020W	750	674	874	876	708	767	551	464	269	390	200	814
YBL021C	173	213	150	173	160	128	62	53	30	75	75	211
YBL022C	1218	1433	2066	1050	1769	1003	1915	1546	1206	1179	1013	1901
YBL023C	308	317	272	345	196	209	273	47	102	145	58	266
YBL024W	629	185	235	562	191	547	696	93	168	253	109	599
YBL025W	52	89	39	90	39	47	26	9	11	33	18	68
YBL026W	451	522	362	606	341	459	694	309	250	280	218	865
YBL027W	2011	2161	1259	3148	1445	1951	1716	394	624	1377	937	2845
YBL028C	8	8	6	13	1	4	1	0	1	3	0	8
YBL029C-A	391	486	371	569	373	428	745	991	474	1175	744	2768
YBL029W	179	56	49	148	56	172	310	90	68	72	59	241
YBL030C	20320	10715	23416	18469	18194	20880	45741	22839	17033	27146	9847	38499
YBL031W	212	152	126	147	136	171	370	329	109	163	113	384
YBL032W	2359	1780	2756	2054	2119	1958	3195	1368	1290	1642	908	2775
YBL033C	961	690	819	636	649	584	757	226	319	445	329	1043
YBL034C	265	316	310	418	215	290	357	308	174	158	125	297
YBL035C	321	294	305	358	286	297	193	127	97	99	76	244
YBL036C	102	169	74	170	70	70	55	13	19	56	13	96
YBL037W	472	419	437	533	346	442	730	436	303	412	164	693
YBL038W	248	471	201	408	144	165	173	82	85	120	74	359
YBL039C	110	7	9	123	7	73	51	3	4	12	4	42
YBL039C-A	0	0	0	0	0	0	0	0	0	0	0	0
YBL039W-B	24	66	24	70	18	21	15	5	3	22	7	52
YBL040C	284	555	343	638	260	262	157	100	78	208	98	333
YBL041W	722	1902	915	1178	725	529	670	480	304	494	507	1353
YBL042C	1215	133	305	991	216	998	1087	71	111	317	84	783
YBL043W	27	9	19	15	37	31	23	44	9	15	22	52
YBL044W	6	0	3	1	1	2	5	0	1	1	1	1
YBL045C	6384	3974	6304	6313	5354	6048	8771	8230	4370	8271	5673	17972
YBL046W	49	73	37	74	36	33	74	27	21	59	23	74
YBL047C	2230	1785	2967	2458	2418	2502	8756	17696	4313	4960	2684	6627
YBL048W	0	3	2	4	1	1	7	3	2	31	6	21
YBL049W	3	7	5	7	1	3	22	40	14	28	17	61
YBL050W	434	439	244	322	243	173	201	60	99	194	77	366
YBL051C	1705	1552	1827	2053	1443	1914	4046	4547	1754	1856	1720	4694
YBL052C	266	152	174	204	186	246	357	197	162	123	38	284
YBL053W	1	0	0	0	1	1	4	1	2	0	0	2
YBL054W	21	8	11	27	5	24	30	44	21	23	13	76
YBL055C	152	87	86	113	83	105	172	39	61	113	67	244
YBL056W	538	866	605	873	559	475	662	240	317	716	326	1165
YBL057C	158	226	141	227	116	108	89	38	33	76	54	151
YBL058W	649	1147	1123	916	1025	685	1351	901	765	1232	1131	2220
YBL059C-A	18	95	31	74	19	18	17	11	7	25	9	76
YBL059W	17	50	8	31	18	9	12	3	1	9	13	30
YBL060W	152	232	126	221	153	170	190	168	95	107	80	300
YBL061C	171	200	114	212	83	108	109	48	33	64	39	131
YBL062W	0	0	0	0	0	1	0	0	0	0	0	0
YBL063W	185	367	273	200	259	175	186	264	127	79	122	211
YBL064C	771	830	874	622	683	602	4503	3855	2506	3435	1890	8856
YBL065W	1	1	5	1	6	0	1	1	2	1	0	2
YBL066C	808	632	843	1000	701	979	1529	1542	609	918	553	1912
YBL067C	458	538	453	655	410	545	677	532	291	411	235	961
YBL068W	267	92	109	346	101	274	293	115	81	137	56	250
YBL068W-A	0	0	0	0	0	0	0	0	0	0	0	0
YBL069W	147	104	107	230	114	151	178	52	82	158	72	243
YBL070C	5	2	1	8	1	6	3	0	0	1	0	1
YBL071C	1	2	0	2	1	1	3	2	2	1	0	2
YBL071C-B	12	5	4	6	2	2	8	2	4	8	3	9
YBL071W-A	63	28	26	81	17	29	29	15	20	20	12	66
YBL072C	139	243	99	375	76	94	110	7	30	119	47	125
YBL073W	1	0	0	1	0	1	0	0	0	1	0	1
YBL074C	31	30	18	35	21	16	33	27	22	31	8	52
YBL075C	263	1210	1453	160	1728	187	489	1261	1578	372	1401	351
YBL076C	3022	1754	2688	3190	1753	2349	2732	987	1336	1225	473	1791
YBL077W	0	0	1	0	0	1	1	0	1	1	0	3
YBL078C	66	251	109	146	142	63	123	36	62	109	176	338
YBL079W	1081	743	1035	1358	764	1112	1811	899	712	736	450	1296
YBL080C	201	215	201	231	193	162	206	155	90	206	129	480
YBL081W	667	61	236	598	206	937	1521	483	175	372	267	906
YBL082C	479	152	334	253	267	248	560	53	192	281	68	259
YBL083C	20	17	18	26	12	28	13	13	10	18	2	12
YBL084C	506	471	568	663	428	539	795	1149	404	613	312	1030
YBL085W	1097	1022	1054	1215	899	1118	1862	2334	908	1079	685	2026
YBL086C	172	282	208	213	186	144	565	811	342	546	387	1294
YBL087C	850	853	869	1779	674	728	601	121	299	655	221	808
YBL088C	672	430	525	704	460	516	634	319	268	339	152	693
YBL089W	360	480	442	586	344	365	354	322	135	283	118	480
YBL090W	107	303	90	227	76	82	52	28	15	56	40	221
YBL091C	601	489	570	524	542	533	574	426	373	542	413	1047
YBL091C-A	225	426	241	246	218	194	369	216	135	306	354	1050
YBL092W	2763	2042	1889	2285	1888	1963	3551	3058	1324	1474	1091	3086
YBL093C	160	161	117	164	109	123	147	117	63	75	85	290
YBL094C	7	4	8	15	7	10	12	8	5	9	7	13
YBL095W	271	115	165	211	152	155	205	30	71	144	57	191
YBL096C	20	3	9	11	10	21	28	17	10	15	6	14
YBL097W	23	41	19	26	9	14	23	2	5	10	3	8
YBL098W	371	496	356	643	315	447	325	131	133	301	119	598
YBL099W	11407	6684	10189	11099	7997	7573	13689	6249	7086	16594	5347	22998
YBL100C	0	0	1	0	0	1	0	0	0	0	0	0
YBL100W-A	0	0	0	0	0	0	0	0	0	0	0	0
YBL100W-B	3	5	4	0	6	10	8	39	6	2	8	13
YBL100W-C	1	3	2	6	3	0	0	0	0	3	1	1
YBL101C	1858	2639	3120	2733	2818	2192	2977	3733	1945	2497	2327	6067
YBL102W	757	569	1002	691	838	710	751	507	526	1024	447	1402
YBL103C	261	234	277	326	222	334	370	364	151	220	182	471
YBL104C	325	214	291	268	280	270	480	174	152	136	113	353
YBL105C	599	579	556	659	519	563	628	625	351	475	255	818
YBL106C	208	122	229	194	213	222	467	156	200	189	92	211
YBL107C	57	104	28	73	28	21	50	15	8	8	12	36
YBL107W-A	0	0	0	0	0	0	0	0	0	0	0	0
YBL108C-A	0	0	0	0	0	0	0	0	0	0	0	0
YBL108W	0	0	0	1	0	0	0	0	0	0	0	0
YBL109W	0	0	0	1	0	0	1	0	0	0	1	0
YBL111C	0	0	0	0	0	0	0	0	0	0	0	0
YBL112C	0	0	0	0	0	0	0	0	0	0	0	0
YBL113C	3	2	0	1	0	0	2	2	1	2	1	0
YBL113W-A	0	0	0	0	0	0	0	0	0	0	0	0
YBR001C	379	427	291	453	276	276	688	412	356	917	258	1088
YBR002C	303	96	91	199	84	148	255	8	31	90	30	240
YBR003W	1062	900	1038	1228	813	933	2114	2863	1023	1653	750	3015
YBR004C	369	246	221	628	218	457	500	292	163	349	129	562
YBR005W	337	217	231	419	238	340	272	89	125	288	149	583
YBR006W	109	171	171	183	184	105	261	274	192	510	320	825
YBR007C	309	381	299	343	303	276	382	471	218	189	189	402
YBR008C	1292	733	1520	947	1131	798	1509	360	607	832	251	801
YBR009C	126	356	95	246	95	76	33	14	23	49	33	222
YBR010W	3319	1600	1410	1266	1516	1209	2113	627	623	873	347	2294
YBR011C	5351	5247	7359	7131	7014	7135	9990	11616	5249	6600	4547	10153
YBR012C	0	0	0	0	0	0	0	0	0	0	0	0
YBR012W-A	0	0	0	0	0	0	0	0	0	0	0	0
YBR012W-B	0	0	0	0	1	0	1	3	0	0	1	0
YBR013C	0	0	0	0	0	0	0	0	0	0	0	0
YBR014C	134	260	111	205	95	77	137	46	31	83	54	173
YBR015C	4044	1438	3001	3137	2030	3214	6236	2187	2162	3238	1422	5083
YBR016W	605	292	666	449	629	718	1788	2829	789	808	961	1992
YBR017C	854	565	555	1118	514	823	931	247	323	688	209	893
YBR018C	49	141	97	118	89	76	62	214	42	80	74	189
YBR019C	25	74	35	64	27	26	22	11	15	13	9	48
YBR020W	179	75	145	132	99	150	197	76	96	146	38	205
YBR021W	1107	86	135	1227	89	1060	967	84	87	449	38	679
YBR022W	113	255	128	218	129	127	106	74	51	99	77	395
YBR023C	1263	948	1333	1721	995	1256	1363	736	552	839	304	1064
YBR024W	69	111	51	87	39	44	85	60	40	91	62	251
YBR025C	2232	8907	8854	2963	7493	2202	3848	3916	4476	1918	3687	2914
YBR026C	212	414	261	372	276	217	384	364	253	637	319	1004
YBR027C	8	8	8	1	3	4	9	14	6	7	1	17
YBR028C	551	423	286	726	255	469	468	164	138	284	158	734
YBR029C	1252	806	1077	1947	845	1279	1674	780	592	1246	411	2045
YBR030W	192	85	95	226	74	152	157	32	39	87	25	131
YBR031W	260	100	290	290	210	310	561	438	245	296	120	338
YBR032W	0	1	2	3	2	1	0	0	0	4	0	3
YBR033W	28	45	23	54	20	33	59	43	10	76	42	149
YBR034C	206	83	66	275	42	198	82	18	17	51	49	414
YBR035C	253	254	208	295	220	256	441	368	241	408	281	877
YBR036C	2043	2144	2876	2679	2205	1798	2332	1028	1188	2164	939	3027
YBR037C	194	255	229	260	147	112	211	137	95	313	140	461
YBR038W	1804	1972	3206	2148	2214	1678	4661	3774	2362	2507	1293	3374
YBR039W	2334	3414	2529	4008	2465	2692	3376	4075	1440	2980	3041	8763
YBR040W	7	9	3	6	4	10	0	1	1	1	0	2
YBR041W	1640	1690	1988	2278	1605	1716	2516	1922	1343	2210	745	2962
YBR042C	281	349	333	363	267	269	292	167	142	255	138	408
YBR043C	514	455	608	521	498	509	597	248	334	481	179	475
YBR044C	398	413	364	591	296	399	474	442	255	409	240	872
YBR045C	46	52	30	79	21	53	85	68	38	89	17	107
YBR046C	110	233	149	158	160	96	231	204	129	347	216	682
YBR047W	17	43	14	37	26	16	17	23	9	24	15	32
YBR048W	1026	759	1265	1458	943	969	1739	559	714	945	513	1333
YBR049C	517	643	636	580	537	491	700	493	373	379	243	710
YBR050C	26	41	31	41	35	22	61	66	22	41	31	87
YBR051W	0	2	0	2	0	0	1	0	1	1	0	0
YBR052C	329	670	468	466	533	302	928	576	599	1566	789	2914
YBR053C	388	604	534	541	451	422	797	1141	491	1205	560	2249
YBR054W	1528	4438	3347	3714	2429	1255	3686	12252	3744	7625	4682	10204
YBR055C	422	247	205	390	176	311	450	107	137	227	68	337
YBR056C-B	3	1	1	2	0	0	0	1	1	2	2	1
YBR056W	286	416	327	377	386	412	823	1317	704	1200	631	1762
YBR056W-A	142	229	142	347	189	238	40	10	32	46	38	79
YBR057C	303	285	220	292	221	259	286	549	127	186	191	491
YBR058C	626	546	592	725	562	685	934	575	406	551	370	1217
YBR058C-A	129	222	196	319	183	216	89	118	78	190	217	509
YBR059C	944	1101	1059	1283	999	1139	2738	2628	1447	2020	1236	3040
YBR060C	1177	1078	1163	1021	1062	1289	1867	1297	801	718	445	1682
YBR061C	207	85	62	166	73	170	153	38	41	76	44	232
YBR062C	33	163	63	91	63	34	37	33	17	40	49	120
YBR063C	125	163	82	169	57	78	63	34	36	79	18	136
YBR064W	0	0	0	0	0	0	0	0	0	0	0	0
YBR065C	209	151	139	201	96	139	202	139	80	92	52	217
YBR066C	304	108	102	233	78	201	683	246	88	315	61	603
YBR067C	1110	13233	20302	1763	23078	1458	1970	22064	6992	3291	11425	3931
YBR068C	4595	2435	3057	5508	2452	3689	6440	1334	2053	4373	974	4621
YBR069C	1625	658	1250	1587	1009	1113	1117	267	411	490	164	701
YBR070C	311	467	455	427	348	266	518	142	156	238	63	291
YBR071W	398	570	425	879	310	395	291	172	74	212	158	546
YBR072C-A	0	1	0	1	0	0	0	0	0	0	0	0
YBR072W	22	4573	2430	44	3235	86	378	18463	12129	1862	26854	4890
YBR073W	599	838	753	641	714	574	566	215	242	184	139	448
YBR074W	1223	1052	1159	2028	905	1246	1560	925	650	1027	249	1228
YBR076C-A	119	93	137	171	126	130	194	194	65	130	49	172
YBR076W	20	31	18	32	13	24	33	43	12	43	38	97
YBR077C	104	159	101	151	113	69	60	7	29	84	12	104
YBR078W	18269	17713	24604	26899	19642	22171	36035	26586	15005	20650	8976	28696
YBR079C	2473	1528	1795	3540	1311	2399	3624	1172	1161	1217	696	2339
YBR080C	1901	2011	2158	2373	2135	2166	2984	1957	1453	1872	890	3209
YBR081C	199	269	155	287	121	133	218	101	83	82	50	164
YBR082C	1993	5964	9431	1602	10936	2351	3519	22149	6903	2173	10239	5805
YBR083W	1405	1807	1790	2348	1403	1643	2351	3661	1036	1152	1456	2632
YBR084C-A	2122	1504	1145	2068	1153	1291	2013	280	642	1144	713	2143
YBR084W	909	280	614	935	463	1029	1479	1113	640	825	242	816
YBR085C-A	58	571	183	154	170	67	234	219	173	475	628	1231
YBR085W	27	16	13	37	8	16	15	2	7	10	0	9
YBR086C	3830	4030	4952	6584	3176	3933	9320	11119	4249	6117	2634	8308
YBR087W	402	589	292	598	255	323	323	201	165	188	77	527
YBR088C	545	939	481	708	438	403	339	149	164	164	173	605
YBR089C-A	950	829	1059	712	955	888	895	902	738	766	862	2281
YBR089W	2	5	1	6	2	2	3	1	1	3	1	8
YBR090C	12	26	14	22	21	29	25	23	3	21	25	48
YBR091C	100	112	59	117	50	43	68	12	22	40	15	93
YBR092C	889	484	534	1471	360	642	843	158	197	563	119	638
YBR093C	102	248	188	281	123	110	91	100	52	77	37	97
YBR094W	377	413	410	451	352	357	659	571	353	491	202	776
YBR095C	118	199	90	188	70	103	89	20	29	53	37	178
YBR096W	285	1184	504	948	425	316	174	69	136	276	120	426
YBR097W	352	446	334	408	309	383	611	414	265	269	125	499
YBR098W	108	117	82	124	84	73	92	36	42	51	37	135
YBR099C	10	471	326	14	217	8	10	234	154	14	43	19
YBR101C	239	18406	7584	326	8610	172	207	3684	3040	115	2122	261
YBR102C	293	214	205	258	172	258	394	230	160	205	149	437
YBR103C-A	0	0	0	0	0	0	0	0	0	0	0	0
YBR103W	140	179	120	155	137	117	110	75	62	107	59	175
YBR104W	27	29	23	63	13	38	20	1	4	12	2	35
YBR105C	181	129	240	191	204	222	1282	1295	390	427	293	774
YBR106W	4320	3629	4236	4219	3539	3467	5827	2445	1931	2229	1455	4022
YBR107C	64	111	65	77	61	62	52	13	26	42	31	112
YBR108W	1514	952	2123	1150	1864	1677	4831	5210	2304	2240	1838	3673
YBR109C	1988	3825	2131	2952	1906	1564	1589	607	692	1487	623	3160
YBR109W-A	0	1	0	2	1	0	0	0	0	0	0	2
YBR110W	569	626	776	703	677	606	665	470	341	371	169	726
YBR111C	844	902	794	854	763	643	1194	698	735	1464	790	3489
YBR111W-A	43	132	63	137	39	53	45	63	28	68	82	211
YBR112C	1621	1109	1724	1703	1565	2089	3373	3103	1783	1846	1189	2525
YBR113W	0	0	0	0	0	1	1	0	0	1	0	0
YBR114W	311	245	245	351	224	258	1199	540	369	715	338	1096
YBR115C	1422	1093	1744	1638	1305	1440	1282	372	593	475	178	739
YBR116C	3	5	8	4	4	0	5	23	5	69	11	74
YBR117C	8	55	43	26	31	13	193	821	133	2639	1145	2802
YBR118W	50	23	56	12	43	15	64	9	33	28	6	15
YBR119W	122	118	49	140	61	84	119	91	40	113	85	291
YBR120C	70	149	53	153	28	41	96	39	25	64	45	232
YBR121C	2234	1472	1540	2719	1245	1818	1707	694	750	1300	374	1889
YBR121C-A	0	0	0	0	0	0	0	0	0	0	0	0
YBR122C	159	249	134	269	95	120	148	24	48	117	67	280
YBR123C	233	298	187	245	168	194	260	115	105	148	92	323
YBR124W	5	1	5	6	5	0	7	5	4	9	6	11
YBR125C	485	466	505	510	358	375	621	405	307	363	176	538
YBR126C	582	906	1039	1008	903	635	10231	6668	5749	17114	7662	24437
YBR126W-A	0	1	1	3	1	0	12	4	4	0	0	7
YBR126W-B	3	2	0	3	2	0	3	1	1	11	1	7
YBR127C	2375	2489	2990	3764	2364	2674	4127	2580	2173	3954	1993	6339
YBR128C	57	75	43	56	35	35	79	25	24	54	25	102
YBR129C	122	156	91	168	99	121	54	17	29	48	38	152
YBR130C	340	369	258	435	271	408	443	653	196	229	369	657
YBR131C-A	0	0	0	0	0	0	0	0	0	0	0	2
YBR131W	122	137	95	135	110	113	164	63	64	76	31	160
YBR132C	465	681	650	762	565	527	1556	1549	664	1763	499	1309
YBR133C	1502	1169	1921	1427	1629	1383	2262	1198	1087	992	410	1043
YBR134W	0	0	1	0	0	0	2	1	0	1	0	0
YBR135W	209	249	188	299	207	224	188	106	76	132	125	389
YBR136W	297	347	303	384	278	267	463	267	234	308	171	637
YBR137W	57	165	86	129	67	61	37	59	25	65	53	197
YBR138C	233	438	252	264	269	178	305	299	185	172	174	448
YBR139W	1177	2806	2359	2477	1700	1064	4704	5882	2794	5605	2429	6620
YBR140C	847	1016	1108	1331	791	895	1305	1310	689	927	373	1521
YBR141C	14	2	3	11	2	12	8	1	2	5	1	18
YBR141W-A	6	8	6	30	4	7	5	0	1	8	5	16
YBR142W	79	40	36	133	13	82	75	38	29	25	14	119
YBR143C	346	312	209	746	112	247	269	65	80	252	83	466
YBR144C	2	1	1	0	0	1	3	0	1	1	1	1
YBR145W	183	169	219	181	167	140	166	64	68	171	44	265
YBR146W	241	608	274	641	177	235	269	187	103	256	223	782
YBR147W	23	38	20	38	24	23	132	367	85	269	85	293
YBR148W	21	22	12	18	12	13	22	8	4	11	9	27
YBR149W	712	958	709	1080	714	668	2192	2470	1478	2897	1528	5893
